SupplierName,SupplierSku,CatalogSku,Manufacturer,ProductClassification,ProductName,ProductStatus,PackageId,BatchId,InStockQuantity,Cost,Unit,ReceivedDate,CountQuantity,LocationName,RoomName,LocationId,RoomId,ProductCatalogId,ExpiryDate,PackagedDate
OCS,102060_3.5g___,6BAUZH1B,,Flower Indica,Wink - Secret Formula - 3.5g,Active,88P002457,,8,0,Single Unit,28-12-2021 12:06:44,,495 Welland Ave,Front Room,228806,3972,a290ed15-3b21-43fe-8def-1bfe62f1566b,,
OCS,102650_3.5g___,FUGEKKR6,,Flower Hybrid,WINK - WINK - 3.5g,Active,BF2204GP1,,11,0,Single Unit,09-06-2022 22:29:17,,495 Welland Ave,Front Room,228806,3972,f7cae44b-8bfa-42be-9a76-fc2c1fbaf145,,
OCS,330238_2 Pack___,PJ3LUN6M,,Candy,Wyld - Elderberry THC:CBN Soft Chews - 2 x 5:0:0:2.5,Active,113P008625,,4,0,Single Unit,02-06-2022 17:05:40,,495 Welland Ave,Front Room,228806,3972,9625dd12-b234-4378-a77a-5f2c6ee95bf6,,
Xhaal,XEG800,JKWHPDHA,,Grinders,"Xhaal - 1"" x2pc Mini Electric Grinder - Black",Active,,,3,0,Single Unit,17-09-2021 14:49:45,,495 Welland Ave,Front Room,228806,3972,af4c6534-d8f5-4dda-b5c4-4dde504d6e24,,
Xhaal,XEG873,PRWVA0T3,,Grinders,"Xhaal - 1"" x2pc Mini Electric Grinder - White",Active,,,3,0,Single Unit,17-09-2021 14:49:45,,495 Welland Ave,Front Room,228806,3972,9cd11542-b665-4ce5-9028-4e76ba2dafd8,,
Xhaal,XG864,Y7Z4LUHG,,Grinders,"Xhaal - 2.5"" x2pc Grinder - Grey",Active,,,1,0,Single Unit,17-09-2021 14:49:45,,495 Welland Ave,Front Room,228806,3972,73d68442-b944-40fd-8a8b-18ccdeca9496,,
Xhaal,XG863,7JCEHX43,,Grinders,"Xhaal - 2.5"" x2pc Grinder - Pink",Active,,,1,0,Single Unit,17-09-2021 14:49:45,,495 Welland Ave,Front Room,228806,3972,612111f3-811d-4896-93cb-e9e426475539,,
Xhaal,XP930,LM2PLRXC,,Pipes,"Xhaal - 3"" XBong Bubbler - Green",Active,,,3,0,Single Unit,17-09-2021 14:49:46,,495 Welland Ave,Front Room,228806,3972,0580d760-7f5c-4f80-b0e8-945f3cd47884,,
Xhaal,XP855,FNFE2JZB,,Pipes,"Xhaal - 3"" XBong Bubbler -	Blue",Active,,,3,0,Single Unit,17-09-2021 14:49:46,,495 Welland Ave,Front Room,228806,3972,42b16ae4-5637-4b0b-9aa4-d2eb571ba883,,
Xhaal,XP932,81KR4KKM,,Pipes,"Xhaal - 3"" XBong Bubbler -	Clear",Active,,,3,0,Single Unit,17-09-2021 14:49:46,,495 Welland Ave,Front Room,228806,3972,cce95c71-c0ea-40d1-b8d4-fc9881c5402c,,
Xhaal,XP931,EKRCK7WJ,,Pipes,"Xhaal - 3"" XBong Bubbler -	Orange",Active,,,2,0,Single Unit,17-09-2021 14:49:46,,495 Welland Ave,Front Room,228806,3972,e20312e0-8e5c-4f4e-a335-ecc139ba5a02,,
Xhaal,XP854,Z4JERJ4N,,Pipes,"Xhaal - 3.75"" Magnetic Pipe - Rose Gold",Active,,,1,0,Single Unit,17-09-2021 14:49:45,,495 Welland Ave,Front Room,228806,3972,61a4b8f4-6d22-4893-98db-437c91c7b397,,
Xhaal,XP822,CGKW4U51,,Pipes,"Xhaal - 3.75"" Magnetic Pipe - Silver",Active,,,2,0,Single Unit,17-09-2021 14:49:45,,495 Welland Ave,Front Room,228806,3972,3b1c0d72-4a3d-45c2-b865-4e1ac5f73d29,,
Xhaal,XP892,XZVFWNYC,,Pipes,"Xhaal - 3.75"" Twisty Glass Blunt - Gold",Active,,,1,0,Single Unit,17-09-2021 14:49:46,,495 Welland Ave,Front Room,228806,3972,614adc28-384b-4547-af4c-14c9747ef1cb,,
Xhaal,XP891,RCGABYVB,,Pipes,"Xhaal - 3.75"" Twisty Glass Blunt - Pink",Active,,,1,0,Single Unit,17-09-2021 14:49:46,,495 Welland Ave,Front Room,228806,3972,aefd88ae-fea2-4fc4-abcd-ccff3aa86cc1,,
Xhaal,XP813,PGY8TM4A,,Pipes,"Xhaal - 4.25"" Crystal Pipe - Blue Crystal",Active,,,3,0,Single Unit,17-09-2021 14:49:45,,495 Welland Ave,Front Room,228806,3972,51274bf9-1b18-40c6-acef-e1a5d9d7f46c,,
Xhaal,XP807,K2Z2TTCF,,Pipes,"Xhaal - 4.25"" Crystal Pipe - Blue Sandstone",Active,,,1,0,Single Unit,17-09-2021 14:49:45,,495 Welland Ave,Front Room,228806,3972,d84aba8f-8648-472d-9726-3926b383ab5e,,
Xhaal,XP814,5CLWG8YA,,Pipes,"Xhaal - 4.25"" Crystal Pipe - Clear",Active,,,2,0,Single Unit,17-09-2021 14:49:45,,495 Welland Ave,Front Room,228806,3972,52f19e47-cf2f-42cf-89d4-6aa6674d8708,,
Xhaal,XP811,0XVNE6FJ,,Pipes,"Xhaal - 4.25"" Crystal Pipe - Lapis Lazuli",Active,,,2,0,Single Unit,17-09-2021 14:49:45,,495 Welland Ave,Front Room,228806,3972,413babd5-fb11-4d13-a4df-0664b9d65e10,,
Xhaal,XP809,00N4UPTG,,Pipes,"Xhaal - 4.25"" Crystal Pipe - Opal",Active,,,2,0,Single Unit,17-09-2021 14:49:45,,495 Welland Ave,Front Room,228806,3972,778ea56d-f98d-423a-9a9e-0e97b5d893f3,,
Xhaal,XP808,0Q7LCD1Z,,Pipes,"Xhaal - 4.25"" Crystal Pipe - Red Melting Stone",Active,,,3,0,Single Unit,17-09-2021 14:49:45,,495 Welland Ave,Front Room,228806,3972,9374c805-ba1e-4bbf-9c9c-2b7964f27ee7,,
Xhaal,XP810,CJ2U7FE2,,Pipes,"Xhaal - 4.25"" Crystal Pipe - Rose",Active,,,2,0,Single Unit,17-09-2021 14:49:45,,495 Welland Ave,Front Room,228806,3972,6cd530da-00a1-4864-9a61-ecde076897b9,,
Xhaal,XP812,HVFEBPEA,,Pipes,"Xhaal - 4.25"" Crystal Pipe - Tiger Eye",Active,,,2,0,Single Unit,17-09-2021 14:49:45,,495 Welland Ave,Front Room,228806,3972,7d0b1441-3e98-4ae5-a2b3-577e88062da3,,
Xhaal,XP805,DLDAKXYG,,Pipes,"Xhaal - 4.25"" Crystal Pipe - White/Turquoise",Active,,,2,0,Single Unit,17-09-2021 14:49:46,,495 Welland Ave,Front Room,228806,3972,b968194e-82a8-4c3a-b332-8801873de636,,
Xhaal,XT826,RQTJHJN0,,Storage,Xhaal - Bamboo Tray+Scraper - 8x4,Active,,,3,0,Single Unit,17-09-2021 14:49:46,,495 Welland Ave,Front Room,228806,3972,0716a8f4-9f77-44b4-8069-a0715fe0105a,,
OCS,320193_236ml___,MF0RZPF8,,Beverages,XMG - Blue Raspberry Soda - 236ml x 10:1,Active,520414051,,10,0,Single Unit,23-06-2022 18:28:27,,495 Welland Ave,Front Room,228806,3972,b1e1ccda-6905-495a-af3e-b3965ae5f406,,
OCS,320106_1x236ml___,Q0GFG74P,,Beverages,XMG - Citrus Soda - 236ml x 10:1,Active,520118051,,4,0,Single Unit,09-03-2022 14:44:38,,495 Welland Ave,Front Room,228806,3972,2a0c990f-c5a8-4e0c-aa39-f93e83c7a2d5,,
OCS,320043_1x236ml___,QHPR0BCG,,Beverages,XMG - Mango Pineapple Soda - 236ml x 10:1,Active,520125061,,10,0,Single Unit,06-04-2022 17:54:10,,495 Welland Ave,Front Room,228806,3972,d130d14c-00d0-40ef-92bf-8d70009a1278,,
OCS,320042_1x236ml___,4CCR32RD,,Beverages,XMG - Tropical Fruit Soda - 236ml x 10:1,Active,520110041,,18,0,Single Unit,16-03-2022 14:15:30,,495 Welland Ave,Front Room,228806,3972,0b582a90-b3d0-42e9-8903-9947b7e09453,,
OCS,320107_1x236ml___,P1W5BTP2,,Beverages,XMG - Watermelon Soda - 236ml x 10:1,Active,520106061,,5,0,Single Unit,06-04-2022 17:54:10,,495 Welland Ave,Front Room,228806,3972,0e7cead7-c09e-4af7-8bd7-3de453d6efab,,
OCS,101687_16.25ml___,CVQM80BA,,Oils,XMG - XMG Drops - 16.25ml x 15:1,Active,61020809122,,11,0,Single Unit,14-07-2021 15:45:55,,495 Welland Ave,Front Room,228806,3972,50d38c85-2c3b-4b72-9eaf-3a5a26de6b11,,
HBI Canada,ZZ CW,6E3YN3ZV,,Papers,Zig Zag - Single Wide Kutcorners Papers	- 100,Active,,,37,0,Single Unit,16-02-2022 11:39:50,,495 Welland Ave,Front Room,228806,3972,b1c8328c-b834-404e-871d-a64e37b44369,,
